language,strategy,model_or_tokenizer,metric_type,num_tokens,fertility,generation_time
en,BaselinePreprocessor,xlm-roberta-base,static,39.0,1.3928571428571428,
en,BaselinePreprocessor,google/mt5-base,static,43.0,1.5357142857142858,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7087564468383789
en,RegexPreprocessor,xlm-roberta-base,static,44.0,1.2941176470588236,
en,RegexPreprocessor,google/mt5-base,static,52.0,1.5294117647058822,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6905035972595215
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,38.0,1.4074074074074074,
en,Automated_MWE_VocabInjection,google/mt5-base,static,46.0,1.7037037037037037,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7098345756530762
en,BaselinePreprocessor,xlm-roberta-base,static,53.0,1.394736842105263,
en,BaselinePreprocessor,google/mt5-base,static,59.0,1.5526315789473684,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7043321132659912
en,RegexPreprocessor,xlm-roberta-base,static,60.0,1.4634146341463414,
en,RegexPreprocessor,google/mt5-base,static,64.0,1.5609756097560976,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6876828670501709
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,56.0,1.5135135135135136,
en,Automated_MWE_VocabInjection,google/mt5-base,static,60.0,1.6216216216216217,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7008490562438965
en,BaselinePreprocessor,xlm-roberta-base,static,60.0,1.7647058823529411,
en,BaselinePreprocessor,google/mt5-base,static,62.0,1.8235294117647058,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7017357349395752
en,RegexPreprocessor,xlm-roberta-base,static,67.0,1.6341463414634145,
en,RegexPreprocessor,google/mt5-base,static,71.0,1.7317073170731707,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6858301162719727
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,62.0,1.8235294117647058,
en,Automated_MWE_VocabInjection,google/mt5-base,static,64.0,1.8823529411764706,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.8728291988372803
en,BaselinePreprocessor,xlm-roberta-base,static,39.0,1.8571428571428572,
en,BaselinePreprocessor,google/mt5-base,static,41.0,1.9523809523809523,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.8182837963104248
en,RegexPreprocessor,xlm-roberta-base,static,48.0,1.7777777777777777,
en,RegexPreprocessor,google/mt5-base,static,49.0,1.8148148148148149,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.8161444664001465
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,42.0,2.1,
en,Automated_MWE_VocabInjection,google/mt5-base,static,41.0,2.05,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7085871696472168
en,BaselinePreprocessor,xlm-roberta-base,static,41.0,1.28125,
en,BaselinePreprocessor,google/mt5-base,static,51.0,1.59375,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6908528804779053
en,RegexPreprocessor,xlm-roberta-base,static,46.0,1.393939393939394,
en,RegexPreprocessor,google/mt5-base,static,55.0,1.6666666666666667,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7165191173553467
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,35.0,1.3461538461538463,
en,Automated_MWE_VocabInjection,google/mt5-base,static,46.0,1.7692307692307692,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.6963627338409424
en,BaselinePreprocessor,xlm-roberta-base,static,54.0,1.7419354838709677,
en,BaselinePreprocessor,google/mt5-base,static,56.0,1.8064516129032258,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6960430145263672
en,RegexPreprocessor,xlm-roberta-base,static,55.0,1.71875,
en,RegexPreprocessor,google/mt5-base,static,59.0,1.84375,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7012417316436768
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,49.0,1.75,
en,Automated_MWE_VocabInjection,google/mt5-base,static,56.0,2.0,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.6918044090270996
en,BaselinePreprocessor,xlm-roberta-base,static,52.0,1.625,
en,BaselinePreprocessor,google/mt5-base,static,58.0,1.8125,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6918599605560303
en,RegexPreprocessor,xlm-roberta-base,static,58.0,1.6571428571428573,
en,RegexPreprocessor,google/mt5-base,static,67.0,1.9142857142857144,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7029619216918945
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,44.0,1.6296296296296295,
en,Automated_MWE_VocabInjection,google/mt5-base,static,53.0,1.962962962962963,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7047257423400879
en,BaselinePreprocessor,xlm-roberta-base,static,30.0,1.4285714285714286,
en,BaselinePreprocessor,google/mt5-base,static,31.0,1.4761904761904763,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6912248134613037
en,RegexPreprocessor,xlm-roberta-base,static,30.0,1.3636363636363635,
en,RegexPreprocessor,google/mt5-base,static,33.0,1.5,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6984500885009766
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,29.0,1.380952380952381,
en,Automated_MWE_VocabInjection,google/mt5-base,static,32.0,1.5238095238095237,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.694422721862793
en,BaselinePreprocessor,xlm-roberta-base,static,54.0,1.4210526315789473,
en,BaselinePreprocessor,google/mt5-base,static,55.0,1.4473684210526316,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7357077598571777
en,RegexPreprocessor,xlm-roberta-base,static,58.0,1.3181818181818181,
en,RegexPreprocessor,google/mt5-base,static,61.0,1.3863636363636365,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.8289575576782227
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,50.0,1.3888888888888888,
en,Automated_MWE_VocabInjection,google/mt5-base,static,53.0,1.4722222222222223,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.8726329803466797
en,BaselinePreprocessor,xlm-roberta-base,static,63.0,1.5,
en,BaselinePreprocessor,google/mt5-base,static,71.0,1.6904761904761905,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7230229377746582
en,RegexPreprocessor,xlm-roberta-base,static,72.0,1.469387755102041,
en,RegexPreprocessor,google/mt5-base,static,78.0,1.5918367346938775,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7019104957580566
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,62.0,1.5897435897435896,
en,Automated_MWE_VocabInjection,google/mt5-base,static,70.0,1.794871794871795,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7092816829681396
en,BaselinePreprocessor,xlm-roberta-base,static,52.0,1.4857142857142858,
en,BaselinePreprocessor,google/mt5-base,static,54.0,1.542857142857143,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7044336795806885
en,RegexPreprocessor,xlm-roberta-base,static,56.0,1.4736842105263157,
en,RegexPreprocessor,google/mt5-base,static,63.0,1.6578947368421053,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6910912990570068
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,45.0,1.5,
en,Automated_MWE_VocabInjection,google/mt5-base,static,54.0,1.8,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7119922637939453
en,BaselinePreprocessor,xlm-roberta-base,static,51.0,1.7586206896551724,
en,BaselinePreprocessor,google/mt5-base,static,48.0,1.6551724137931034,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7089118957519531
en,RegexPreprocessor,xlm-roberta-base,static,55.0,1.6176470588235294,
en,RegexPreprocessor,google/mt5-base,static,54.0,1.588235294117647,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6914889812469482
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,42.0,1.6153846153846154,
en,Automated_MWE_VocabInjection,google/mt5-base,static,43.0,1.6538461538461537,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7042219638824463
en,BaselinePreprocessor,xlm-roberta-base,static,67.0,1.5227272727272727,
en,BaselinePreprocessor,google/mt5-base,static,74.0,1.6818181818181819,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7134895324707031
en,RegexPreprocessor,xlm-roberta-base,static,86.0,1.5636363636363637,
en,RegexPreprocessor,google/mt5-base,static,92.0,1.6727272727272726,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6923558712005615
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,71.0,1.6904761904761905,
en,Automated_MWE_VocabInjection,google/mt5-base,static,78.0,1.8571428571428572,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.6993937492370605
en,BaselinePreprocessor,xlm-roberta-base,static,63.0,1.6578947368421053,
en,BaselinePreprocessor,google/mt5-base,static,61.0,1.605263157894737,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7064929008483887
en,RegexPreprocessor,xlm-roberta-base,static,69.0,1.5,
en,RegexPreprocessor,google/mt5-base,static,71.0,1.5434782608695652,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6874825954437256
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,57.0,1.78125,
en,Automated_MWE_VocabInjection,google/mt5-base,static,57.0,1.78125,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.839202880859375
en,BaselinePreprocessor,xlm-roberta-base,static,56.0,1.3658536585365855,
en,BaselinePreprocessor,google/mt5-base,static,62.0,1.5121951219512195,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.14467549324035645
en,RegexPreprocessor,xlm-roberta-base,static,62.0,1.3478260869565217,
en,RegexPreprocessor,google/mt5-base,static,68.0,1.4782608695652173,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.649237871170044
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,50.0,1.4705882352941178,
en,Automated_MWE_VocabInjection,google/mt5-base,static,59.0,1.7352941176470589,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.8720545768737793
en,BaselinePreprocessor,xlm-roberta-base,static,63.0,1.4318181818181819,
en,BaselinePreprocessor,google/mt5-base,static,64.0,1.4545454545454546,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7012505531311035
en,RegexPreprocessor,xlm-roberta-base,static,72.0,1.469387755102041,
en,RegexPreprocessor,google/mt5-base,static,73.0,1.489795918367347,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7001945972442627
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,53.0,1.358974358974359,
en,Automated_MWE_VocabInjection,google/mt5-base,static,60.0,1.5384615384615385,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.706190824508667
en,BaselinePreprocessor,xlm-roberta-base,static,29.0,1.8125,
en,BaselinePreprocessor,google/mt5-base,static,32.0,2.0,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7056906223297119
en,RegexPreprocessor,xlm-roberta-base,static,28.0,1.5555555555555556,
en,RegexPreprocessor,google/mt5-base,static,35.0,1.9444444444444444,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6761555671691895
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,27.0,1.6875,
en,Automated_MWE_VocabInjection,google/mt5-base,static,33.0,2.0625,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7148442268371582
en,BaselinePreprocessor,xlm-roberta-base,static,60.0,1.7142857142857142,
en,BaselinePreprocessor,google/mt5-base,static,62.0,1.7714285714285714,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6957249641418457
en,RegexPreprocessor,xlm-roberta-base,static,62.0,1.631578947368421,
en,RegexPreprocessor,google/mt5-base,static,67.0,1.763157894736842,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6828649044036865
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,53.0,1.65625,
en,Automated_MWE_VocabInjection,google/mt5-base,static,59.0,1.84375,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.6879928112030029
en,BaselinePreprocessor,xlm-roberta-base,static,47.0,1.3428571428571427,
en,BaselinePreprocessor,google/mt5-base,static,49.0,1.4,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.702549934387207
en,RegexPreprocessor,xlm-roberta-base,static,61.0,1.4523809523809523,
en,RegexPreprocessor,google/mt5-base,static,59.0,1.4047619047619047,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6942260265350342
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,48.0,1.5483870967741935,
en,Automated_MWE_VocabInjection,google/mt5-base,static,48.0,1.5483870967741935,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7044494152069092
en,BaselinePreprocessor,xlm-roberta-base,static,48.0,1.411764705882353,
en,BaselinePreprocessor,google/mt5-base,static,51.0,1.5,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6996982097625732
en,RegexPreprocessor,xlm-roberta-base,static,54.0,1.4210526315789473,
en,RegexPreprocessor,google/mt5-base,static,61.0,1.605263157894737,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6865265369415283
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,34.0,1.2142857142857142,
en,Automated_MWE_VocabInjection,google/mt5-base,static,43.0,1.5357142857142858,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.8555822372436523
en,BaselinePreprocessor,xlm-roberta-base,static,61.0,1.525,
en,BaselinePreprocessor,google/mt5-base,static,58.0,1.45,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.8536641597747803
en,RegexPreprocessor,xlm-roberta-base,static,67.0,1.4565217391304348,
en,RegexPreprocessor,google/mt5-base,static,65.0,1.4130434782608696,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7690439224243164
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,59.0,1.6388888888888888,
en,Automated_MWE_VocabInjection,google/mt5-base,static,58.0,1.6111111111111112,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.6989002227783203
en,BaselinePreprocessor,xlm-roberta-base,static,57.0,1.5833333333333333,
en,BaselinePreprocessor,google/mt5-base,static,60.0,1.6666666666666667,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7105553150177002
en,RegexPreprocessor,xlm-roberta-base,static,62.0,1.5121951219512195,
en,RegexPreprocessor,google/mt5-base,static,67.0,1.6341463414634145,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7018311023712158
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,42.0,1.4482758620689655,
en,Automated_MWE_VocabInjection,google/mt5-base,static,53.0,1.8275862068965518,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.6878302097320557
en,BaselinePreprocessor,xlm-roberta-base,static,48.0,1.5483870967741935,
en,BaselinePreprocessor,google/mt5-base,static,50.0,1.6129032258064515,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7069571018218994
en,RegexPreprocessor,xlm-roberta-base,static,55.0,1.71875,
en,RegexPreprocessor,google/mt5-base,static,57.0,1.78125,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7043900489807129
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,50.0,1.7241379310344827,
en,Automated_MWE_VocabInjection,google/mt5-base,static,54.0,1.8620689655172413,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.6901319026947021
en,BaselinePreprocessor,xlm-roberta-base,static,74.0,1.2982456140350878,
en,BaselinePreprocessor,google/mt5-base,static,81.0,1.4210526315789473,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.771308183670044
en,RegexPreprocessor,xlm-roberta-base,static,75.0,1.2096774193548387,
en,RegexPreprocessor,google/mt5-base,static,87.0,1.403225806451613,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7828426361083984
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,67.0,1.2641509433962264,
en,Automated_MWE_VocabInjection,google/mt5-base,static,80.0,1.509433962264151,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.21545648574829102
en,BaselinePreprocessor,xlm-roberta-base,static,52.0,1.625,
en,BaselinePreprocessor,google/mt5-base,static,51.0,1.59375,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7128109931945801
en,RegexPreprocessor,xlm-roberta-base,static,50.0,1.3513513513513513,
en,RegexPreprocessor,google/mt5-base,static,52.0,1.4054054054054055,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6867704391479492
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,45.0,1.5517241379310345,
en,Automated_MWE_VocabInjection,google/mt5-base,static,46.0,1.5862068965517242,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.6890909671783447
en,BaselinePreprocessor,xlm-roberta-base,static,46.0,1.4838709677419355,
en,BaselinePreprocessor,google/mt5-base,static,46.0,1.4838709677419355,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7115073204040527
en,RegexPreprocessor,xlm-roberta-base,static,50.0,1.4285714285714286,
en,RegexPreprocessor,google/mt5-base,static,52.0,1.4857142857142858,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.8599014282226562
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,43.0,1.4333333333333333,
en,Automated_MWE_VocabInjection,google/mt5-base,static,46.0,1.5333333333333334,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.8257944583892822
en,BaselinePreprocessor,xlm-roberta-base,static,43.0,1.303030303030303,
en,BaselinePreprocessor,google/mt5-base,static,45.0,1.3636363636363635,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.760685920715332
en,RegexPreprocessor,xlm-roberta-base,static,44.0,1.2941176470588236,
en,RegexPreprocessor,google/mt5-base,static,44.0,1.2941176470588236,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7024552822113037
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,38.0,1.2666666666666666,
en,Automated_MWE_VocabInjection,google/mt5-base,static,42.0,1.4,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7017903327941895
en,BaselinePreprocessor,xlm-roberta-base,static,47.0,1.46875,
en,BaselinePreprocessor,google/mt5-base,static,55.0,1.71875,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6845340728759766
en,RegexPreprocessor,xlm-roberta-base,static,56.0,1.4736842105263157,
en,RegexPreprocessor,google/mt5-base,static,63.0,1.6578947368421053,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7087223529815674
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,48.0,1.6,
en,Automated_MWE_VocabInjection,google/mt5-base,static,54.0,1.8,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7229113578796387
en,BaselinePreprocessor,xlm-roberta-base,static,39.0,1.5,
en,BaselinePreprocessor,google/mt5-base,static,39.0,1.5,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6830306053161621
en,RegexPreprocessor,xlm-roberta-base,static,39.0,1.4444444444444444,
en,RegexPreprocessor,google/mt5-base,static,40.0,1.4814814814814814,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7063968181610107
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,34.0,1.36,
en,Automated_MWE_VocabInjection,google/mt5-base,static,37.0,1.48,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7057640552520752
en,BaselinePreprocessor,xlm-roberta-base,static,78.0,1.5918367346938775,
en,BaselinePreprocessor,google/mt5-base,static,82.0,1.6734693877551021,
en,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7643630504608154
en,RegexPreprocessor,xlm-roberta-base,static,84.0,1.5272727272727273,
en,RegexPreprocessor,google/mt5-base,static,87.0,1.5818181818181818,
en,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7150003910064697
en,Automated_MWE_VocabInjection,xlm-roberta-base,static,67.0,1.5227272727272727,
en,Automated_MWE_VocabInjection,google/mt5-base,static,75.0,1.7045454545454546,
en,Automated_MWE_VocabInjection,google/gemma-2b-it,dynamic,,,0.7122616767883301
en,BaselinePreprocessor,xlm-roberta-base,static,65.0,1.4772727272727273,
en,BaselinePreprocessor,google/mt5-base,static,67.0,1.5227272727272727,
